action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency_bei,ligand_efficiency_le,ligand_efficiency_lle,ligand_efficiency_sei,ligand_efficiency,action_type_action_type,action_type_description,action_type_parent_type
,,32829,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL544127,,CHEMBL1192824,8.05,0,http://www.openphacts.org/units/Nanomolar,239313,=,1,1,=,,IC50,nM,,9.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,9E-9,21.03,0.44,5.63,7.99,,,,
,,36538,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL340519,,CHEMBL340519,8.70,0,http://www.openphacts.org/units/Nanomolar,239342,=,1,1,=,,IC50,nM,,2.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2E-9,30.93,0.63,7.53,8.73,,,,
,,38973,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL541089,,CHEMBL1190548,8.19,0,http://www.openphacts.org/units/Nanomolar,239312,=,1,1,=,,IC50,nM,,6.4,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,6.4E-9,24.07,0.51,6.80,8.14,,,,
,,42481,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(CN3CCOCC3)cc2)cs1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL555153,,CHEMBL1195683,8.12,0,http://www.openphacts.org/units/Nanomolar,239338,=,1,1,=,,IC50,nM,,7.6,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,7.6E-9,20.17,0.44,7.06,7.60,,,,
,,42491,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CN(C)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL539817,,CHEMBL1189958,8.30,0,http://www.openphacts.org/units/Nanomolar,239324,=,1,1,=,,IC50,nM,,5.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,5E-9,19.83,0.44,6.28,7.05,,,,
,,44937,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CCNCc1cccc(C(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL544355,,CHEMBL1193018,8.05,0,http://www.openphacts.org/units/Nanomolar,239343,=,1,1,=,,IC50,nM,,9.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,9E-9,21.95,0.46,5.29,9.01,,,,
,,44945,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(S(=O)(=O)c3csc(S(N)(=O)=O)c3)cc2)CC1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL554875,,CHEMBL1195567,7.96,0,http://www.openphacts.org/units/Nanomolar,239336,=,1,1,=,,IC50,nM,,11.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1.1E-8,19.15,0.42,6.98,7.90,,,,
,,46040,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccccc2S(=O)(=O)c2csc(S(N)(=O)=O)c2)CC1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL559014,,CHEMBL1197022,7.64,0,http://www.openphacts.org/units/Nanomolar,239327,=,1,1,=,,IC50,nM,,23.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2.3E-8,18.38,0.40,6.66,7.58,,,,
,,46046,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)Cc1cc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)ccc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL553909,,CHEMBL1195127,8.15,0,http://www.openphacts.org/units/Nanomolar,239347,=,1,1,=,,IC50,nM,,7.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,7E-9,22.63,0.48,7.62,6.23,,,,
,,47359,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL545057,,CHEMBL1193618,8.05,0,http://www.openphacts.org/units/Nanomolar,239325,=,1,1,=,,IC50,nM,,9.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,9E-9,19.89,0.44,6.27,6.83,,,,
,,47365,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL123923,,CHEMBL123923,8.38,0,http://www.openphacts.org/units/Nanomolar,239348,=,1,1,=,,IC50,nM,,4.2,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,4.2E-9,27.80,0.60,7.31,7.80,,,,
,,50048,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL544827,,CHEMBL1193424,8.32,0,http://www.openphacts.org/units/Nanomolar,239319,=,1,1,=,,IC50,nM,,4.8,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,4.8E-9,23.60,0.49,5.95,9.32,,,,
,,51281,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL540329,,CHEMBL1190188,8.35,0,http://www.openphacts.org/units/Nanomolar,239320,=,1,1,=,,IC50,nM,,4.5,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,4.5E-9,26.89,0.57,7.00,9.35,,,,
,,51289,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL541087,,CHEMBL1190546,7.92,0,http://www.openphacts.org/units/Nanomolar,239317,=,1,1,=,,IC50,nM,,12.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1.2E-8,22.47,0.47,5.40,8.87,,,,
,,52543,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL127817,,CHEMBL127817,8.68,0,http://www.openphacts.org/units/Nanomolar,239333,=,1,1,=,,IC50,nM,,2.1,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2.1E-9,27.17,0.62,7.75,7.58,,,,
,,53829,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(C(=O)c3csc(S(N)(=O)=O)c3)cc2)CC1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL541341,,CHEMBL1190667,8.40,0,http://www.openphacts.org/units/Nanomolar,239315,=,1,1,=,,IC50,nM,,4.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,4E-9,22.13,0.46,7.03,10.03,,,,
,,53836,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL555312,,CHEMBL1195765,7.85,0,http://www.openphacts.org/units/Nanomolar,239322,=,1,1,=,,IC50,nM,,14.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1.4E-8,19.41,0.43,6.17,6.21,,,,
,,55011,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNCc1cccc(C(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL555186,,CHEMBL1195712,7.89,0,http://www.openphacts.org/units/Nanomolar,239345,=,1,1,=,,IC50,nM,,13.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1.3E-8,22.37,0.47,5.52,8.83,,,,
,,56279,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL262726,,CHEMBL262726,7.35,0,http://www.openphacts.org/units/Nanomolar,239341,=,1,1,=,,IC50,nM,,45.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,4.5E-8,22.04,0.50,6.11,7.10,,,,
,,58671,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.NS(=O)(=O)c1cc(S(=O)(=O)c2ccccc2CNCc2ccccn2)cs1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL557231,,CHEMBL1196517,7.82,0,http://www.openphacts.org/units/Nanomolar,239326,=,1,1,=,,IC50,nM,,15.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1.5E-8,18.47,0.40,5.91,6.56,,,,
,,58680,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)co1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL333747,,CHEMBL333747,8.38,0,http://www.openphacts.org/units/Nanomolar,239349,=,1,1,=,,IC50,nM,,4.2,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,4.2E-9,27.62,0.60,7.91,6.56,,,,
,,60085,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)cs1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL341530,,CHEMBL341530,8.30,0,http://www.openphacts.org/units/Nanomolar,239340,=,1,1,=,,IC50,nM,,5.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,5E-9,25.99,0.60,7.37,7.25,,,,
,,60093,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL539558,,CHEMBL1189836,7.54,0,http://www.openphacts.org/units/Nanomolar,239335,=,1,1,=,,IC50,nM,,29.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2.9E-8,19.40,0.43,5.42,7.09,,,,
,,61419,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)Cc1cc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)ccc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL538536,,CHEMBL1189346,8.00,0,http://www.openphacts.org/units/Nanomolar,239346,=,1,1,=,,IC50,nM,,10.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1E-8,20.59,0.44,6.69,6.11,,,,
,,62751,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.NS(=O)(=O)c1cc(C(=O)c2cccc(CN3CCOCC3)c2)cs1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL555355,,CHEMBL1195791,8.30,0,http://www.openphacts.org/units/Nanomolar,239344,=,1,1,=,,IC50,nM,,5.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,5E-9,22.65,0.47,6.84,9.25,,,,
,,62759,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL543415,,CHEMBL1192213,7.89,0,http://www.openphacts.org/units/Nanomolar,239337,=,1,1,=,,IC50,nM,,13.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1.3E-8,20.30,0.45,5.92,7.42,,,,
,,62768,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL541597,,CHEMBL1190795,7.44,0,http://www.openphacts.org/units/Nanomolar,239328,=,1,1,=,,IC50,nM,,36.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,3.6E-8,19.16,0.42,5.32,7.00,,,,
,,64104,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.NS(=O)(=O)c1cc(C(=O)c2ccc(CN3CCOCC3)cc2)cs1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL545756,,CHEMBL1194224,8.43,0,http://www.openphacts.org/units/Nanomolar,239316,=,1,1,=,,IC50,nM,,3.7,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,3.7E-9,23.01,0.48,6.97,9.40,,,,
,,64112,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL541856,,CHEMBL1190921,7.92,0,http://www.openphacts.org/units/Nanomolar,239332,=,1,1,=,,IC50,nM,,12.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1.2E-8,20.39,0.45,5.95,7.45,,,,
,,65322,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.NS(=O)(=O)c1cc(C(=O)c2ccc(CNCc3ccccc3)cc2)cs1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL540835,,CHEMBL1190426,8.62,0,http://www.openphacts.org/units/Nanomolar,239318,=,1,1,=,,IC50,nM,,2.4,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2.4E-9,22.30,0.45,5.70,9.66,,,,
,,65330,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL542219,,CHEMBL1191162,8.15,0,http://www.openphacts.org/units/Nanomolar,239314,=,1,1,=,,IC50,nM,,7.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,7E-9,22.13,0.46,5.98,8.10,,,,
,,65340,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL541080,,CHEMBL1190541,8.05,0,http://www.openphacts.org/units/Nanomolar,239323,=,1,1,=,,IC50,nM,,9.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,9E-9,21.37,0.48,7.05,6.83,,,,
,,65346,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL123979,,CHEMBL123979,8.60,0,http://www.openphacts.org/units/Nanomolar,239350,=,1,1,=,,IC50,nM,,2.5,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2.5E-9,27.11,0.59,7.83,7.37,,,,
,,66637,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL125102,,CHEMBL125102,8.60,0,http://www.openphacts.org/units/Nanomolar,239351,=,1,1,=,,IC50,nM,,2.5,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2.5E-9,30.36,0.65,7.27,8.83,,,,
,,66642,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL341037,,CHEMBL341037,8.70,0,http://www.openphacts.org/units/Nanomolar,239311,=,1,1,=,,IC50,nM,,2.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2E-9,30.92,0.66,6.77,11.26,,,,
,,66648,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNCc1ccccc1S(=O)(=O)c1csc(S(N)(=O)=O)c1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL555588,,CHEMBL1195921,7.75,0,http://www.openphacts.org/units/Nanomolar,239330,=,1,1,=,,IC50,nM,,18.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1.8E-8,19.93,0.44,5.77,7.28,,,,
,,67884,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1O.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL545527,,CHEMBL1194027,7.80,0,http://www.openphacts.org/units/Nanomolar,239321,=,1,1,=,,IC50,nM,,16.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,1.6E-8,19.27,0.43,6.02,6.62,,,,
,,69154,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL413114,,CHEMBL413114,8.49,0,http://www.openphacts.org/units/Nanomolar,239310,=,1,1,=,,IC50,nM,,3.2,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,3.2E-9,28.57,0.61,6.85,9.83,,,,
,,69159,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL333588,,CHEMBL333588,8.49,0,http://www.openphacts.org/units/Nanomolar,239339,=,1,1,=,,IC50,nM,,3.2,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,3.2E-9,26.76,0.61,6.95,9.01,,,,
,,70596,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL544826,,CHEMBL1193423,7.58,0,http://www.openphacts.org/units/Nanomolar,239331,=,1,1,=,,IC50,nM,,26.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2.6E-8,19.52,0.43,5.47,7.13,,,,
,,71812,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(CNCc3ccccn3)cc2)cs1,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL544129,,CHEMBL1192826,8.10,0,http://www.openphacts.org/units/Nanomolar,239334,=,1,1,=,,IC50,nM,,8.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,8E-9,19.12,0.41,6.19,6.79,,,,
,,71819,[],CHEMBL656569,Inhibition of human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,,,CHEMBL1125318,J Med Chem,1992.0,,CHEMBL554012,,CHEMBL1195191,7.66,0,http://www.openphacts.org/units/Nanomolar,239329,=,1,1,=,,IC50,nM,,22.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2.2E-8,20.45,0.45,5.93,7.20,,,,
,,72735,[],CHEMBL658951,Binding activity against human Carbonic anhydrase II (hCAII),B,,,BAO_0000190,BAO_0000357,single protein format,CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)C1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135542,J Med Chem,2002.0,,CHEMBL120268,,CHEMBL120268,,0,http://www.openphacts.org/units/Nanomolar,227776,=,1,1,=,,IC50,nM,,2041737944669523.2,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,Log IC50,,UO_0000065,,6.31,,,,,,,,
,,73776,[],CHEMBL658951,Binding activity against human Carbonic anhydrase II (hCAII),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CN=C(Cl)C1Cl)NO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135542,J Med Chem,2002.0,,CHEMBL331329,,CHEMBL331329,,0,http://www.openphacts.org/units/Nanomolar,227767,>,1,1,>,,IC50,nM,,10000000000.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,Log IC50,,UO_0000065,,1.0,,,,,,,,
,,73865,[],CHEMBL656579,In vitro inhibitory activity against human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,,,CHEMBL1125927,J Med Chem,1991.0,,CHEMBL544030,,CHEMBL1192742,8.30,0,http://www.openphacts.org/units/Nanomolar,88066,=,1,1,=,,IC50,nM,,5.0,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,5E-9,27.09,0.63,6.95,10.20,,,,
,,73871,[],CHEMBL656579,In vitro inhibitory activity against human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,COCCN(CCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1.Cl,,,CHEMBL1125927,J Med Chem,1991.0,,CHEMBL554425,,CHEMBL1195377,8.38,0,http://www.openphacts.org/units/Nanomolar,88083,=,1,1,=,,IC50,nM,,4.2,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,4.2E-9,22.98,0.52,6.67,10.23,,,,
,,73880,[],CHEMBL656579,In vitro inhibitory activity against human carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNCc1cc2sc(S(N)(=O)=O)cc2s1.Cl,,,CHEMBL1125927,J Med Chem,1991.0,,CHEMBL543792,,CHEMBL1192541,8.55,0,http://www.openphacts.org/units/Nanomolar,88080,=,1,1,=,,IC50,nM,,2.8,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,I50,M,UO_0000065,,2.8E-9,28.09,0.65,6.19,11.85,,,,
,,76006,[],CHEMBL657920,Inhibitory activity against carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,NS(=O)(=O)c1ccc(SCCCCO)c(F)c1,,,CHEMBL1135542,J Med Chem,2002.0,,CHEMBL104754,,CHEMBL104754,8.82,1,http://www.openphacts.org/units/Nanomolar,227761,=,1,1,=,,IC50,nM,,1.5,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,IC50,nM,UO_0000065,,1.5,31.59,0.71,7.48,10.98,,,,
,,76010,[],CHEMBL657920,Inhibitory activity against carbonic anhydrase II,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)Cc1cc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)ccc1O,,,CHEMBL1135542,J Med Chem,2002.0,,CHEMBL69114,,CHEMBL69114,9.15,0,http://www.openphacts.org/units/Nanomolar,227781,=,1,1,=,,IC50,nM,,0.7,CHEMBL205,Homo sapiens,Carbonic anhydrase 2,9606,,,IC50,nM,UO_0000065,,0.7,24.32,0.54,8.15,7.77,,,,
